uniquename	name	refseq_id
FBtr0347379	asRNA:CR46134-RA	REFSEQ:NR_133330
FBtr0347380	asRNA:CR46135-RA	REFSEQ:NR_133329
FBtr0347381	asRNA:CR46136-RA	REFSEQ:NR_133328
FBtr0347382	asRNA:CR46137-RA	REFSEQ:NR_133326
FBtr0347383	asRNA:CR46138-RA	REFSEQ:NR_133325
FBtr0347384	asRNA:CR46139-RA	REFSEQ:NR_133322
FBtr0347385	asRNA:CR46140-RA	REFSEQ:NR_133321
FBtr0347386	lncRNA:CR46141-RA	REFSEQ:NR_133319
FBtr0347387	lncRNA:CR46142-RA	REFSEQ:NR_133363
FBtr0347388	lncRNA:CR46143-RA	REFSEQ:NR_133362
FBtr0347389	lncRNA:CR46143-RB	REFSEQ:NR_133361
FBtr0347390	asRNA:CR46144-RA	REFSEQ:NR_133369
FBtr0347391	asRNA:CR46144-RB	REFSEQ:NR_133370
FBtr0347392	asRNA:CR46145-RA	REFSEQ:NR_133368
FBtr0347394	tau-RN	REFSEQ:NM_001316620
FBtr0347395	Rer1-RC	REFSEQ:NM_001316488
FBtr0347396	PRAS40-RA	REFSEQ:NM_001316420
FBtr0347397	lncRNA:CR46148-RA	REFSEQ:NR_133063
FBtr0347398	Gsc-RE	REFSEQ:NM_001316376
FBtr0347399	lncRNA:CR46147-RA	REFSEQ:NR_133532
FBtr0347400	CG42784-RD	REFSEQ:NM_001259092
FBtr0347401	CG42784-RJ	REFSEQ:NM_001316392
FBtr0347402	CG10602-RF	REFSEQ:NM_136072
FBtr0347403	Fatp1-RE	REFSEQ:NM_001273425
FBtr0347404	Fatp1-RA	REFSEQ:NM_079984
FBtr0347405	Fatp1-RB	REFSEQ:NM_164934
FBtr0347406	Fatp1-RF	REFSEQ:NM_001169469
FBtr0347407	asRNA:CR45818-RA	REFSEQ:NR_133156
FBtr0347408	nompC-RG	REFSEQ:NM_001316380
FBtr0347409	nompC-RH	REFSEQ:NM_078759
FBtr0347410	Fbp-RF	REFSEQ:NM_165314
FBtr0347411	CG34310-RE	REFSEQ:NM_001316381
FBtr0347412	gb-RC	REFSEQ:NM_001316513
FBtr0347413	CCY-RB	REFSEQ:NM_001316660
FBtr0347414	Piezo-RO	REFSEQ:NM_001273300
FBtr0347415	Piezo-RP	REFSEQ:NM_001316385
FBtr0347416	gd-RF	REFSEQ:NM_001316623
FBtr0347418	fray-RI	REFSEQ:NM_001316521
FBtr0347423	lncRNA:CR46153-RA	REFSEQ:NR_133398
FBtr0347426	lncRNA:CR46156-RA	REFSEQ:NR_133513
FBtr0347427	lncRNA:CR44957-RB	REFSEQ:NR_133512
FBtr0347428	CG46193-RA	REFSEQ:NM_001316663
FBtr0347429	CG46192-RA	REFSEQ:NM_001316662
FBtr0347450	CG46191-RA	REFSEQ:NM_001316661
FBtr0347467	lncRNA:flam-RH	REFSEQ:NR_133543
FBtr0347468	lncRNA:flam-RI	REFSEQ:NR_133536
FBtr0347469	lncRNA:flam-RJ	REFSEQ:NR_133537
FBtr0347470	asRNA:CR46194-RA	REFSEQ:NR_133113
FBtr0347471	asRNA:CR46194-RB	REFSEQ:NR_133114
FBtr0347472	asRNA:CR46195-RA	REFSEQ:NR_133520
FBtr0347474	lncRNA:CR46196-RA	REFSEQ:NR_133068
FBtr0347475	lncRNA:CR46197-RA	REFSEQ:NR_133244
FBtr0347476	lncRNA:CR46198-RA	REFSEQ:NR_133172
FBtr0347477	lncRNA:CR46199-RA	REFSEQ:NR_133400
FBtr0347478	lncRNA:CR46200-RA	REFSEQ:NR_133146
FBtr0347481	lncRNA:CR46202-RA	REFSEQ:NR_133093
FBtr0347482	lncRNA:CR46203-RA	REFSEQ:NR_133380
FBtr0347483	lncRNA:CR46204-RA	REFSEQ:NR_133085
FBtr0347484	lncRNA:CR46205-RA	REFSEQ:NR_133070
FBtr0347485	MRP-RR	REFSEQ:NM_001316390
FBtr0347486	lncRNA:CR46206-RA	REFSEQ:NR_133081
FBtr0347487	lncRNA:CR46207-RA	REFSEQ:NR_133495
FBtr0347488	lncRNA:CR46208-RA	REFSEQ:NR_133075
FBtr0347489	lncRNA:CR46209-RA	REFSEQ:NR_133090
FBtr0347490	lncRNA:CR46210-RA	REFSEQ:NR_133069
FBtr0347491	lncRNA:CR46211-RA	REFSEQ:NR_133531
FBtr0347492	lncRNA:CR46211-RB	REFSEQ:NR_133530
FBtr0347493	Madm-RB	REFSEQ:NM_001316491
FBtr0347494	RpL26-RC	REFSEQ:NM_001316443
FBtr0347495	lncRNA:CR43912-RC	REFSEQ:NR_133231
FBtr0347496	lncRNA:CR46061-RB	REFSEQ:NR_133456
FBtr0347497	unc-45-RB	REFSEQ:NM_001316496
FBtr0347502	pHCl-2-RB	REFSEQ:NM_001316541
FBtr0347504	CG2528-RG	REFSEQ:NM_001316405
FBtr0347505	CG8100-RC	REFSEQ:NM_001316450
FBtr0347506	lncRNA:CR44709-RB	REFSEQ:NR_133167
FBtr0347507	lncRNA:CR46212-RA	REFSEQ:NR_133214
FBtr0347508	lncRNA:CR46213-RA	REFSEQ:NR_133242
FBtr0347509	lncRNA:CR46214-RA	REFSEQ:NR_133256
FBtr0347510	lncRNA:CR46215-RA	REFSEQ:NR_133268
FBtr0347511	lncRNA:CR46216-RA	REFSEQ:NR_167808
FBtr0347512	lncRNA:CR46217-RA	REFSEQ:NR_133388
FBtr0347513	lncRNA:CR46218-RA	REFSEQ:NR_133389
FBtr0347514	lncRNA:CR46219-RA	REFSEQ:NR_133491
FBtr0347515	lncRNA:CR46220-RA	REFSEQ:NR_133492
FBtr0347516	lncRNA:CR46221-RA	REFSEQ:NR_133334
FBtr0347519	lncRNA:CR46224-RA	REFSEQ:NR_133354
FBtr0347520	lncRNA:CR46225-RA	REFSEQ:NR_133358
FBtr0347521	lncRNA:CR46226-RA	REFSEQ:NR_133359
FBtr0347522	lncRNA:CR46227-RA	REFSEQ:NR_133310
FBtr0347523	lncRNA:CR46228-RA	REFSEQ:NR_133366
FBtr0347524	lncRNA:CR46229-RA	REFSEQ:NR_133111
FBtr0347525	lncRNA:CR46230-RA	REFSEQ:NR_133215
FBtr0347526	lncRNA:CR46231-RA	REFSEQ:NR_133216
FBtr0347528	lncRNA:CR46233-RA	REFSEQ:NR_133463
FBtr0347529	lncRNA:CR46234-RA	REFSEQ:NR_133133
FBtr0347530	lncRNA:CR46234-RB	REFSEQ:NR_133132
FBtr0347531	lncRNA:CR46235-RA	REFSEQ:NR_133129
FBtr0347532	lncRNA:CR46236-RA	REFSEQ:NR_133487
FBtr0347533	lncRNA:CR46237-RA	REFSEQ:NR_133115
FBtr0347534	lncRNA:CR46238-RA	REFSEQ:NR_133387
FBtr0347535	lncRNA:CR46239-RA	REFSEQ:NR_133393
FBtr0347536	lncRNA:CR46240-RA	REFSEQ:NR_133218
FBtr0347537	lncRNA:CR46241-RA	REFSEQ:NR_133228
FBtr0347538	lncRNA:CR46242-RA	REFSEQ:NR_133523
FBtr0347539	lncRNA:CR46243-RA	REFSEQ:NR_133507
FBtr0347540	Wnk-RO	REFSEQ:NM_001275244
FBtr0347542	CG46244-RA	REFSEQ:NM_001316402
FBtr0347543	lncRNA:CR46245-RA	REFSEQ:NR_133516
FBtr0347544	asRNA:CR46246-RA	REFSEQ:NR_133198
FBtr0347547	lncRNA:CR46247-RA	REFSEQ:NR_133509
FBtr0347548	lncRNA:CR46247-RB	REFSEQ:NR_133511
FBtr0347549	lncRNA:CR46247-RC	REFSEQ:NR_133510
FBtr0347550	Vps24-RB	REFSEQ:NM_001316528
FBtr0347551	lncRNA:CR46248-RA	REFSEQ:NR_133504
FBtr0347552	Glut1-RAA	REFSEQ:NM_001316474
FBtr0347553	COX5A-RD	REFSEQ:NM_001316557
FBtr0347554	CG42238-RE	REFSEQ:NM_001316403
FBtr0347556	Nipped-A-RF	REFSEQ:NM_001316406
FBtr0347557	zyd-RI	REFSEQ:NM_001316629
FBtr0347558	Jhbp5-RC	REFSEQ:NM_001316537
FBtr0347559	hd-RB	REFSEQ:NM_001316495
FBtr0347560	CG31064-RH	REFSEQ:NM_001316619
FBtr0347561	CG3348-RB	REFSEQ:NM_001316499
FBtr0347562	CG34355-RG	REFSEQ:NM_001316615
FBtr0347564	Trax-RC	REFSEQ:NM_142197
FBtr0347565	CG6972-RB	REFSEQ:NM_001316516
FBtr0347567	ScsbetaA-RI	REFSEQ:NM_001316547
FBtr0347568	ScsbetaA-RJ	REFSEQ:NM_001316546
FBtr0347570	unk-RG	REFSEQ:NM_001316501
FBtr0347571	asRNA:CR45952-RB	REFSEQ:NR_133290
FBtr0347572	CG11560-RB	REFSEQ:NM_001316463
FBtr0347573	Tmc-RC	REFSEQ:NM_001316433
FBtr0347574	Tmc-RD	REFSEQ:NM_001259769
FBtr0347575	Ktl-RB	REFSEQ:NM_001316538
FBtr0347576	p-RB	REFSEQ:NM_001316526
FBtr0347577	p-RC	REFSEQ:NM_001316527
FBtr0347578	asRNA:CR43481-RE	REFSEQ:NR_133194
FBtr0347579	lncRNA:CR46249-RA	REFSEQ:NR_133143
FBtr0347580	lncRNA:CR46250-RA	REFSEQ:NR_133316
FBtr0347581	asRNA:CR46251-RA	REFSEQ:NR_133230
FBtr0347582	lncRNA:CR46252-RA	REFSEQ:NR_133315
FBtr0347583	lncRNA:CR46253-RA	REFSEQ:NR_133101
FBtr0347584	lncRNA:CR46253-RB	REFSEQ:NR_133100
FBtr0347585	lncRNA:CR46254-RA	REFSEQ:NR_133057
FBtr0347586	asRNA:CR46255-RA	REFSEQ:NR_133320
FBtr0347587	asRNA:CR46256-RA	REFSEQ:NR_133082
FBtr0347588	lncRNA:CR46257-RA	REFSEQ:NR_133109
FBtr0347589	lncRNA:CR46258-RA	REFSEQ:NR_133060
FBtr0347590	lncRNA:CR46258-RB	REFSEQ:NR_133061
FBtr0347591	lncRNA:CR46259-RA	REFSEQ:NR_133062
FBtr0347592	lncRNA:CR46260-RA	REFSEQ:NR_133064
FBtr0347593	asRNA:CR46261-RA	REFSEQ:NR_133434
FBtr0347594	asRNA:CR46262-RA	REFSEQ:NR_133058
FBtr0347595	asRNA:CR46263-RA	REFSEQ:NR_133059
FBtr0347596	pre-lola-G-RC	REFSEQ:NM_001273941
FBtr0347597	pre-lola-G-RD	REFSEQ:NM_001299359
FBtr0347598	CG32052-RD	REFSEQ:NM_001316481
FBtr0347599	CG32052-RE	REFSEQ:NM_001316482
FBtr0347600	Cby-RE	REFSEQ:NM_142732
FBtr0347601	CG14499-RC	REFSEQ:NM_001274143
FBtr0347602	Or98b-RB	REFSEQ:NM_079816
FBtr0392899	Usp2-RK	REFSEQ:NM_167778
FBtr0392900	CG17931-RE	REFSEQ:NM_001316560
FBtr0392901	Zasp52-RX	REFSEQ:NM_001316421
FBtr0392902	Zasp52-RY	REFSEQ:NM_001316422
FBtr0392903	CG31550-RE	REFSEQ:NM_001316566
FBtr0392904	Syx1A-RC	REFSEQ:NM_001316616
FBtr0392905	CG34148-RD	REFSEQ:NM_001316610
FBtr0392906	CG40485-RC	REFSEQ:NM_001316645
FBtr0392907	Klp54D-RD	REFSEQ:NM_001316425
FBtr0392908	Klp54D-RE	REFSEQ:NM_001316426
FBtr0392909	Myo81F-RB	REFSEQ:NM_001316563
FBtr0392910	CG5071-RD	REFSEQ:NM_001316503
FBtr0392911	Saf-B-RE	REFSEQ:NM_001316518
FBtr0392912	Saf-B-RF	REFSEQ:NM_001316517
FBtr0392913	asRNA:CR46264-RA	REFSEQ:NR_133079
FBtr0392914	lncRNA:CR46265-RA	REFSEQ:NR_133417
FBtr0392915	asRNA:CR46266-RA	REFSEQ:NR_133235
FBtr0392916	asRNA:CR46266-RB	REFSEQ:NR_133234
FBtr0392917	CG32391-RC	REFSEQ:NM_001169894
FBtr0392918	Zasp52-RZ	REFSEQ:NM_001316423
FBtr0415451	yuri-RR	REFSEQ:NM_001316396
FBtr0415452	yuri-RS	REFSEQ:NM_001316397
FBtr0415453	CG43273-RC	REFSEQ:NM_001316617
FBtr0415454	CG46270-RA	REFSEQ:NM_001316575
FBtr0415455	lncRNA:CR46268-RA	REFSEQ:NR_133097
FBtr0415456	lncRNA:CR46268-RB	REFSEQ:NR_133099
FBtr0415457	lncRNA:CR46268-RC	REFSEQ:NR_133095
FBtr0415458	lncRNA:CR46268-RD	REFSEQ:NR_133098
FBtr0415459	lncRNA:CR46268-RE	REFSEQ:NR_133094
FBtr0415460	lncRNA:CR46268-RF	REFSEQ:NR_133096
FBtr0415461	asRNA:CR46269-RA	REFSEQ:NR_133105
FBtr0415462	lncRNA:CR46267-RA	REFSEQ:NR_133409
FBtr0415463	Abd-B-RH	REFSEQ:NM_001316543
FBtr0415464	Abd-B-RI	REFSEQ:NM_001316545
FBtr0415465	Abd-B-RJ	REFSEQ:NM_001316542
FBtr0433493	Rbp-RK	REFSEQ:NM_169652
FBtr0433494	Rbp-RL	REFSEQ:NM_169654
FBtr0433495	Rbp-RM	REFSEQ:NM_001316579
FBtr0433496	Rbp-RN	REFSEQ:NM_001170149
FBtr0433497	Rbp-RO	REFSEQ:NM_169653
FBtr0433504	CG11699-RB	REFSEQ:NM_001316639
FBtr0433505	Kmn1-RB	REFSEQ:NM_001316625
FBtr0433506	Pkn-RS	REFSEQ:NM_001201968
FBtr0433507	Pif1A-RJ	REFSEQ:NM_001316487
FBtr0433508	Pif1B-RE	REFSEQ:NM_001316570
FBtr0433509	pre-mod(mdg4)-Y-RB	REFSEQ:NM_001316597
FBtr0433510	pre-mod(mdg4)-W-RB	REFSEQ:NM_001316598
FBtr0433511	pre-mod(mdg4)-AE-RB	REFSEQ:NM_001316602
FBtr0433512	pre-mod(mdg4)-AD-RB	REFSEQ:NM_001316596
FBtr0433513	pre-mod(mdg4)-V-RB	REFSEQ:NM_001316601
FBtr0433514	pre-mod(mdg4)-X-RB	REFSEQ:NM_001316600
FBtr0433515	pre-mod(mdg4)-U-RB	REFSEQ:NM_001316599
FBtr0433516	FoxP-RE	REFSEQ:NM_001316572
FBtr0433517	pre-mod(mdg4)-E-RC	REFSEQ:NM_001316595
FBtr0433518	pre-mod(mdg4)-AB-RB	REFSEQ:NM_001316594
FBtr0433519	pre-mod(mdg4)-C-RC	REFSEQ:NM_001316593
FBtr0433520	pre-mod(mdg4)-H-RB	REFSEQ:NM_001316583
FBtr0433521	pre-mod(mdg4)-G-RB	REFSEQ:NM_001316587
FBtr0433522	pre-mod(mdg4)-P-RB	REFSEQ:NM_001316589
FBtr0433523	pre-mod(mdg4)-I-RB	REFSEQ:NM_001316592
FBtr0433524	pre-mod(mdg4)-J-RB	REFSEQ:NM_001316588
FBtr0433525	pre-mod(mdg4)-L-RB	REFSEQ:NM_001316591
FBtr0433526	pre-mod(mdg4)-K-RB	REFSEQ:NM_001316590
FBtr0433527	pre-mod(mdg4)-B-RC	REFSEQ:NM_001316585
FBtr0433528	pre-mod(mdg4)-N-RB	REFSEQ:NM_001316604
FBtr0433529	pre-mod(mdg4)-O-RB	REFSEQ:NM_001316606
FBtr0433530	pre-mod(mdg4)-AA-RB	REFSEQ:NM_001316608
FBtr0433531	Sod3-RF	REFSEQ:NM_001316415
FBtr0433532	RNaseP:RNA-RB	REFSEQ:NR_133496
FBtr0433533	scaRNA:PsiU2-55-RB	REFSEQ:NR_133112
FBtr0433535	AOX3-RB	REFSEQ:NM_001316510
FBtr0445172	lncRNA:CR46271-RA	REFSEQ:NR_133131
FBtr0445174	SdicC-RA	REFSEQ:NM_001316649
FBtr0445176	SdicB-RA	REFSEQ:NM_001316648
FBtr0445178	SdicA-RA	REFSEQ:NM_001316647
FBtr0445179	lncRNA:acal-RA	REFSEQ:NR_133110
FBtr0445182	CG46280-RA	REFSEQ:NM_141996
FBtr0445183	CG46280-RB	REFSEQ:NM_169493
FBtr0445184	CG46281-RA	REFSEQ:NM_001104295
FBtr0445185	vas-RA	REFSEQ:NM_165103
FBtr0445186	vas-RB	REFSEQ:NM_001273529
FBtr0445187	vas-RC	REFSEQ:NM_001316393
FBtr0445188	solo-RA	REFSEQ:NM_001032103
FBtr0445189	solo-RB	REFSEQ:NM_001316394
FBtr0445191	Pzl-RE	REFSEQ:NM_001316564
FBtr0445212	lncRNA:CR45523-RB	REFSEQ:NR_133526
FBtr0445215	dj-1beta-RB	REFSEQ:NM_143568
FBtr0445304	Not10-RB	REFSEQ:NM_001316562
FBtr0445309	CG5885-RB	REFSEQ:NM_001316388
FBtr0445310	spas-RE	REFSEQ:NM_001316509
FBtr0445311	spas-RF	REFSEQ:NM_001316508
FBtr0445312	CG6414-RB	REFSEQ:NM_001316636
FBtr0445313	MP1-RE	REFSEQ:NM_001316492
FBtr0445314	Apc-RC	REFSEQ:NM_001316494
FBtr0445386	Pp4-19C-RI	REFSEQ:NM_001316641
FBtr0445387	lncRNA:CR46115-RC	REFSEQ:NR_133488
FBtr0445388	Neurl4-RA	REFSEQ:NM_140431
FBtr0445396	Obp85a-RB	REFSEQ:NM_001347742
FBtr0445397	tim-RT	REFSEQ:NM_001347756
FBtr0445398	Pmi-RF	REFSEQ:NM_001031939
FBtr0445401	jigr1-RH	REFSEQ:NM_001347754
FBtr0445402	pre-mod(mdg4)-V-RC	REFSEQ:NM_001347765
FBtr0445403	pre-mod(mdg4)-U-RC	REFSEQ:NM_001347766
FBtr0445404	Apc2-RB	REFSEQ:NM_001347814
FBtr0445405	Apc2-RC	REFSEQ:NM_001347815
FBtr0445413	Hykk-RD	REFSEQ:NM_001347755
FBtr0445414	ath-RB	REFSEQ:NM_001347805
FBtr0445415	ath-RC	REFSEQ:NM_001347806
FBtr0445441	CG34308-RC	REFSEQ:NM_001104300
FBtr0445444	mir-9384-RM	REFSEQ:NR_144662
FBtr0445447	mir-9376-RM	REFSEQ:NR_144663
FBtr0445450	mir-9381-RM	REFSEQ:NR_144664
FBtr0445453	mir-9372-RM	REFSEQ:NR_144665
FBtr0445456	mir-9382-RM	REFSEQ:NR_144666
FBtr0445459	mir-9378-RM	REFSEQ:NR_144667
FBtr0445462	mir-9370-RM	REFSEQ:NR_144668
FBtr0445465	mir-9379-RM	REFSEQ:NR_144669
FBtr0445468	mir-9371-RM	REFSEQ:NR_144670
FBtr0445471	mir-9373-RM	REFSEQ:NR_144671
FBtr0445474	mir-9369-RM	REFSEQ:NR_144672
FBtr0445477	mir-9385-RM	REFSEQ:NR_144673
FBtr0445480	mir-9375-RM	REFSEQ:NR_144674
FBtr0445483	mir-9377-RM	REFSEQ:NR_144675
FBtr0445486	mir-9380-RM	REFSEQ:NR_144676
FBtr0445489	mir-9374-RM	REFSEQ:NR_144677
FBtr0445492	mir-9383-RM	REFSEQ:NR_144678
FBtr0445495	mir-9388-RM	REFSEQ:NR_144679
FBtr0445667	lncRNA:CR14310-RD	REFSEQ:NR_144647
FBtr0445669	lncRNA:CR31526-RD	REFSEQ:NR_144648
FBtr0445670	lncRNA:noe-RD	REFSEQ:NR_144649
FBtr0445671	lncRNA:CR32553-RB	REFSEQ:NR_144650
FBtr0445672	lncRNA:CR42790-RD	REFSEQ:NR_144651
FBtr0445673	lncRNA:CR42790-RE	REFSEQ:NR_144652
FBtr0445674	CG44388-RB	REFSEQ:NM_001347773
FBtr0445675	CG46298-RA	REFSEQ:NM_136733
FBtr0445676	CG46298-RB	REFSEQ:NM_001259319
FBtr0445677	lncRNA:CR46299-RA	REFSEQ:NR_144680
FBtr0445724	lncRNA:CR45236-RB	REFSEQ:NR_144657
FBtr0445725	Usp5-RC	REFSEQ:NM_001347744
FBtr0445726	Aptx-RE	REFSEQ:NM_001260266
FBtr0445727	CG43645-RB	REFSEQ:NM_001347768
FBtr0445728	CG43221-RB	REFSEQ:NM_001347767
FBtr0445729	CG46301-RD	REFSEQ:NM_135859
FBtr0445730	CG46301-RE	REFSEQ:NM_001347777
FBtr0445731	CG46301-RC	REFSEQ:NM_001347776
FBtr0445732	CG46301-RF	REFSEQ:NM_001347778
FBtr0445733	CG8369-RD	REFSEQ:NM_001260067
FBtr0445734	CG8369-RE	REFSEQ:NM_001260068
FBtr0445749	Nach-RD	REFSEQ:NM_001347816
FBtr0445750	Nach-RE	REFSEQ:NM_001347817
FBtr0445828	CG45067-RB	REFSEQ:NM_001347774
FBtr0445829	lncRNA:CR44601-RB	REFSEQ:NR_144654
FBtr0445830	lncRNA:CR44801-RB	REFSEQ:NR_144656
FBtr0445831	lncRNA:CR45345-RB	REFSEQ:NR_124010
FBtr0445832	CG13950-RB	REFSEQ:NM_001347748
FBtr0445833	lncRNA:CR45363-RB	REFSEQ:NR_144660
FBtr0445834	lncRNA:CR46148-RB	REFSEQ:NR_144661
FBtr0445838	AlkB-RB	REFSEQ:NM_001347758
FBtr0445839	Obp73a-RC	REFSEQ:NM_001347747
FBtr0446099	for-RL	REFSEQ:NM_001347740
FBtr0446100	CG15418-RB	REFSEQ:NM_134950
FBtr0446106	CrebB-RQ	REFSEQ:NM_001347813
FBtr0452076	CROT-RF	REFSEQ:NM_001347745
FBtr0452077	CROT-RG	REFSEQ:NM_001347746
FBtr0452078	mei-38-RC	REFSEQ:NM_001347750
FBtr0452079	cathD-RB	REFSEQ:NM_001347752
FBtr0452080	cathD-RC	REFSEQ:NM_001347753
FBtr0452090	CG33941-RF	REFSEQ:NM_001347760
FBtr0452092	CG43845-RC	REFSEQ:NM_001347769
FBtr0452093	CG43845-RD	REFSEQ:NM_001347770
FBtr0452094	CG44215-RB	REFSEQ:NM_001347771
FBtr0452095	CG44215-RC	REFSEQ:NM_001347772
FBtr0452096	CG46302-RA	REFSEQ:NM_001347779
FBtr0452097	CG46303-RA	REFSEQ:NM_001347780
FBtr0452098	CG46304-RA	REFSEQ:NM_001347781
FBtr0452099	CG46305-RA	REFSEQ:NM_001347782
FBtr0452100	CG46305-RB	REFSEQ:NM_001347783
FBtr0452101	lilli-RI	REFSEQ:NM_001347818
FBtr0452102	CG14606-RC	REFSEQ:NM_001347749
FBtr0452121	CG46306-RA	REFSEQ:NM_001347784
FBtr0452122	CG46307-RA	REFSEQ:NM_001347785
FBtr0452123	CG46308-RA	REFSEQ:NM_001347786
FBtr0452124	CG46309-RA	REFSEQ:NM_001347787
FBtr0452125	CG46310-RA	REFSEQ:NM_001347788
FBtr0452126	CG46311-RA	REFSEQ:NM_001347789
FBtr0452127	CG46312-RA	REFSEQ:NM_001347790
FBtr0452128	CG46313-RA	REFSEQ:NM_001347791
FBtr0452129	CG46314-RA	REFSEQ:NM_001347792
FBtr0452130	CG46315-RA	REFSEQ:NM_001347793
FBtr0452131	CG46315-RB	REFSEQ:NM_001347794
FBtr0452132	CG46316-RA	REFSEQ:NM_001347795
FBtr0452133	CG46317-RA	REFSEQ:NM_001347796
FBtr0452134	CG46318-RA	REFSEQ:NM_001347797
FBtr0452135	CG46319-RA	REFSEQ:NM_001347798
FBtr0452136	CG46319-RB	REFSEQ:NM_001347799
FBtr0452137	CG46319-RC	REFSEQ:NM_001347800
FBtr0452138	CG46320-RA	REFSEQ:NM_001347801
FBtr0452139	CG46320-RB	REFSEQ:NM_001347802
FBtr0452140	Hr3-RI	REFSEQ:NM_001347757
FBtr0452141	CG46321-RA	REFSEQ:NM_001347803
FBtr0452142	CG46321-RB	REFSEQ:NM_001347804
FBtr0452143	lncRNA:CR46322-RA	REFSEQ:NR_144681
FBtr0452144	Sur-RC	REFSEQ:NM_001347812
FBtr0452145	Schip1-RC	REFSEQ:NM_001347808
FBtr0452146	Rab3-GEF-RJ	REFSEQ:NM_001347809
FBtr0452147	Rab3-GEF-RK	REFSEQ:NM_001347810
FBtr0452148	Rab3-GEF-RL	REFSEQ:NM_001347811
FBtr0452163	CG11498-RD	REFSEQ:NM_001347741
FBtr0452164	lncRNA:CR43408-RC	REFSEQ:NR_047993
FBtr0452181	yki-RH	REFSEQ:NM_001363931
FBtr0452182	lncRNA:TS6-RA	REFSEQ:NR_156780
FBtr0452183	lncRNA:TS9-RA	REFSEQ:NR_156781
FBtr0452184	lncRNA:TS20-RA	REFSEQ:NR_156782
FBtr0452185	lncRNA:TS25-RA	REFSEQ:NR_156783
FBtr0452186	lncRNA:TS26-RA	REFSEQ:NR_156784
FBtr0452187	lncRNA:TS27-RA	REFSEQ:NR_156785
FBtr0452188	lncRNA:TS1-RA	REFSEQ:NR_156774
FBtr0452189	lncRNA:TS2-RA	REFSEQ:NR_156775
FBtr0452190	lncRNA:CR46326-RA	REFSEQ:NR_156777
FBtr0452191	lncRNA:TS3-RA	REFSEQ:NR_156776
FBtr0452192	lncRNA:TS4-RA	REFSEQ:NR_156778
FBtr0452193	lncRNA:CR46328-RA	REFSEQ:NR_156779
FBtr0452213	lncRNA:CR44826-RB	REFSEQ:NR_124722
FBtr0452214	snRNA:LU-RD	REFSEQ:NR_133066
FBtr0472540	PGRP-LC-RJ	REFSEQ:NM_001363932
FBtr0472541	PGRP-LC-RK	REFSEQ:NM_001363933
FBtr0472591	asRNA:CR44019-RC	REFSEQ:NR_156771
FBtr0472592	asRNA:CR44019-RD	REFSEQ:NR_156772
FBtr0472596	Gld-RB	REFSEQ:NM_001363924
FBtr0472597	CG11891-RH	REFSEQ:NM_001032040
FBtr0472598	CG11891-RI	REFSEQ:NM_001347743
FBtr0472645	Ilp5-RB	REFSEQ:NM_206315
FBtr0472646	Cyp9f3-RB	REFSEQ:NM_001363930
FBtr0472668	PIG-C-RC	REFSEQ:NM_001363927
FBtr0472669	Cf2-RG	REFSEQ:NM_001363925
FBtr0472670	mIF3-RC	REFSEQ:NM_001363928
FBtr0472671	CG46335-RA	REFSEQ:NM_001363934
FBtr0472677	lncRNA:CR46336-RA	REFSEQ:NR_156786
FBtr0472678	lncRNA:CR46336-RB	REFSEQ:NR_156787
FBtr0472679	lncRNA:CR46336-RC	REFSEQ:NR_156788
FBtr0472680	lncRNA:CR46336-RD	REFSEQ:NR_156789
FBtr0472681	lncRNA:CR46336-RE	REFSEQ:NR_156790
FBtr0472682	lncRNA:CR46337-RA	REFSEQ:NR_156791
FBtr0472683	lncRNA:CR46337-RB	REFSEQ:NR_156792
FBtr0472692	peo-RA	REFSEQ:NM_165716
FBtr0472693	peo-RB	REFSEQ:NM_080149
FBtr0472694	peo-RC	REFSEQ:NM_001273908
FBtr0472695	CG46339-RA	REFSEQ:NM_144487
FBtr0472696	CG46339-RB	REFSEQ:NM_001104469
FBtr0472697	CG46339-RC	REFSEQ:NM_001260394
FBtr0472698	CG46339-RD	REFSEQ:NM_001276072
FBtr0472699	CG46339-RE	REFSEQ:NM_001363935
FBtr0472700	CG46339-RF	REFSEQ:NM_001363936
FBtr0472834	Ntmt-RB	REFSEQ:NM_001363929
FBtr0472835	hpRNA:CR46340-RA	REFSEQ:NR_156793
FBtr0472836	hpRNA:1-RA	REFSEQ:NR_156794
FBtr0472837	hpRNA:CR46342-RA	REFSEQ:NR_156795
FBtr0472838	hpRNA:CR46343-RA	REFSEQ:NR_048426
FBtr0472915	hpRNA:CR18854-RD	REFSEQ:NR_156762
FBtr0472916	hpRNA:CR18854-RE	REFSEQ:NR_156763
FBtr0472917	hpRNA:CR18854-RF	REFSEQ:NR_156764
FBtr0472918	hpRNA:CR32205-RD	REFSEQ:NR_156765
FBtr0472919	hpRNA:CR32205-RE	REFSEQ:NR_156766
FBtr0472920	hpRNA:CR32207-RD	REFSEQ:NR_156767
FBtr0472921	hpRNA:CR33940-RD	REFSEQ:NR_156768
FBtr0472922	hpRNA:CR33940-RE	REFSEQ:NR_156769
FBtr0472923	hpRNA:CR33940-RF	REFSEQ:NR_156770
FBtr0472924	mir-4966-2-RM	REFSEQ:NR_156796
FBtr0472925	mir-11182-RM	REFSEQ:NR_156797
FBtr0472926	mir-10404-1-RM	REFSEQ:NR_156798
FBtr0472927	mir-10404-2-RM	REFSEQ:NR_156799
