tx_name,gene_id,nexon,tx_len,utr5_len,utr3_len
NM_001276120,43404,12,8052,667,1376
NM_170379,43404,13,7513,128,821
NM_143384,43408,1,2127,10,71
NM_143386,43410,1,2185,25,111
NM_143388,43412,1,2154,11,40
NM_143389,43413,1,2323,0,199
NM_001043300,43415,13,2221,255,223
NM_001144649,43415,14,2164,198,223
NM_001014680,43415,13,3028,255,1030
NM_001144648,43415,14,2971,198,1030
NM_001144650,43415,13,2097,338,223
NM_001014682,43415,13,2904,338,1030
NM_001043299,43415,14,3111,338,1030
NM_001382085,43415,14,3168,338,1030
NM_001014678,43415,12,4312,330,1030
NM_001014681,43415,12,7311,143,1030
NM_001043298,43415,11,5756,118,1030
NM_001260424,43415,11,3967,267,1030
NM_001014679,43415,10,3693,164,1030
NM_001260425,43415,12,3958,0,1030
NM_176581,43415,12,4720,0,1030
NM_143391,43416,8,1556,76,103
NR_125285,19834918,1,2210,0,0
NR_125287,19835612,1,1740,0,0
NM_143396,43421,3,625,1,84
NM_143398,43423,6,3224,107,609
NR_125288,19835248,2,2969,0,0
NM_143401,43426,2,2431,90,70
NM_001170296,43428,10,3383,908,810
NM_001300647,43428,11,3412,385,810
NM_079821,43428,11,5529,385,2924
NM_001300648,43428,11,3449,419,810
NM_143403,43429,3,1103,107,75
NM_143404,43430,3,1076,15,101
NM_143405,43431,3,1118,21,137
NM_001300649,43432,4,1223,201,71
NM_143406,43432,4,1048,26,71
NM_143407,43433,2,3058,217,525
NM_143409,43435,9,9937,887,119
NM_001276122,43435,9,12064,887,2165
NM_001276124,43435,8,11931,754,2246
NM_001276123,43435,8,11681,1380,2246
NR_125289,19835581,1,1120,0,0
NM_170388,43437,4,991,119,50
NM_170386,43437,6,1455,119,238
NM_170387,43437,3,1025,153,50
NM_143411,43437,5,1386,50,238
NM_143412,43438,3,1866,77,277
NM_143413,43440,4,3195,430,374
NM_170389,43440,3,3463,698,374
NM_170390,43440,4,3162,397,374
NM_001170298,43442,13,2950,102,289
NM_170391,43442,11,2959,102,289
NM_170394,43442,12,2944,102,289
NM_170397,43442,11,2902,102,289
NM_170393,43442,11,2898,102,294
NM_170395,43442,11,2907,102,294
NM_001170297,43442,13,3052,204,289
NM_143415,43442,11,3066,204,294
NM_170392,43442,11,3000,204,294
NM_170396,43442,11,3009,204,294
NM_143417,43444,7,3369,80,289
NM_170398,43444,7,3566,304,289
NM_001276126,43444,7,3448,186,289
NM_079822,43447,3,1136,202,166
NM_001038986,43447,3,1042,108,166
NM_001038987,43447,3,1022,88,166
NM_001276128,43449,4,3325,120,115
NM_001276129,43449,3,3412,207,142
NM_143420,43449,4,3325,120,142
NM_143421,43450,6,5031,489,417
NM_170399,43450,7,4880,338,417
NM_143422,43451,6,4472,150,359
NM_143424,43454,2,639,78,54
NM_143789,46391,3,1176,67,14
NR_037768,10178917,1,5106,0,0
NR_037769,10178917,3,1768,0,0
NR_037770,10178917,3,4439,0,0
NR_048508,12798294,1,100,0,0
NR_048510,12798295,1,97,0,0
NM_001202379,44791,4,1689,60,333
NM_170401,44791,4,1685,56,333
NM_143743,44791,3,1662,33,333
NM_143428,43460,1,2792,85,88
NM_143430,43462,5,4864,428,1199
NM_170403,43462,6,4704,268,1199
NM_001276132,43462,6,4844,268,1339
NM_001300652,19834823,2,818,179,405
NM_001300653,19834823,2,797,179,384
NM_001300654,19835889,1,440,19,139
NM_143434,43469,19,7109,700,2215
NM_170409,43469,13,6223,327,2215
NM_206579,43469,13,6268,327,2215
NM_057468,43469,11,4340,196,250
NM_001202380,43469,7,5793,382,2642
NM_001202381,43472,1,1139,77,78
NM_143436,43472,1,1916,77,855
NM_143438,43474,1,416,27,41
NM_001276140,43475,8,2132,371,225
NM_143439,43475,7,2255,494,225
NM_170412,43475,6,1910,137,225
NM_001300655,43477,2,753,70,44
NM_143441,43477,1,715,32,44
NR_048512,12798296,2,644,0,0
NM_057976,45285,2,2552,250,754
NM_001260427,43481,8,2504,416,1089
NM_170416,43481,6,2576,416,1053
NM_170419,43481,7,2712,416,1180
NM_143444,43481,7,1683,416,142
NM_170418,43481,5,2417,257,1053
NM_170417,43481,6,2341,181,1053
NM_001260428,12798297,1,378,0,0
NM_143446,43483,2,1623,466,203
NM_001276144,43485,7,1647,0,0
NM_143447,43485,7,1653,0,0
NM_143449,43487,6,1761,9,378
NM_001276147,43487,7,1888,9,505
NM_001300657,43488,2,561,59,73
NM_143450,43488,2,610,59,122
NM_143451,43489,5,1536,0,0
NM_143452,43491,6,4301,79,79
NM_057740,43493,5,2354,179,144
NM_079825,43495,4,2350,216,601
NM_143455,43496,1,500,34,52
NM_143457,43498,3,1471,434,143
NR_133479,26067425,1,1479,0,0
NM_001104503,5740662,2,420,21,123
NM_058012,43499,3,725,66,80
NM_001300659,59246,2,615,179,76
NM_144459,59246,2,600,164,76
NM_001300660,43501,9,7623,315,2694
NM_001300661,43501,10,7650,269,4423
NM_143459,43501,9,7577,269,2694
NM_143461,43503,2,1048,79,78
NM_001276150,43504,6,1495,288,559
NM_001260431,43504,6,895,134,95
NM_001276152,43504,5,1341,134,520
NM_170422,43504,5,1341,134,559
NM_001260432,43504,6,897,54,165
NM_001276151,43504,5,1261,54,559
NM_143462,43504,5,1273,54,559
NM_143464,43506,3,2043,133,116
NM_143465,43508,9,3565,572,371
NM_001276153,43508,9,4765,572,1571
NM_001032408,3772082,3,4248,990,1089
NM_001032407,3772082,3,3585,708,1089
NM_001300662,3772082,4,3738,708,1089
NM_001032406,3772082,3,3194,464,1089
NM_001032405,3772082,3,4574,1217,1089
NM_143468,43512,2,1154,39,107
NM_079827,43514,1,1927,240,667
NM_143471,43516,2,1130,106,103
NM_170430,43518,15,7026,524,616
NM_001300664,43518,15,6398,97,415
NM_143476,43523,8,2977,172,570
NM_206583,43523,8,3005,200,570
NM_143478,43526,4,1053,342,105
NM_001170300,43526,3,745,58,105
NM_001300665,43526,3,769,58,105
NM_170435,43528,12,5795,288,386
NM_001202382,43528,11,5651,139,391
NM_001300668,43532,5,931,239,65
NM_001260433,43532,4,756,64,65
NM_001300667,43532,4,726,34,65
NM_143483,43532,4,1045,34,384
NR_003914,5740521,1,91,0,0
NR_002504,3772270,1,46,0,0
NM_001043308,318566,9,3831,343,251
NM_001043307,318566,10,4263,343,593
NM_143485,318566,11,4209,343,593
NM_170448,43535,3,3498,565,1115
NM_170449,43535,2,4246,1313,1115
NM_170447,43535,4,3398,565,640
NM_206585,43535,4,3335,502,640
NM_001276157,43535,4,2369,490,640
NM_001276158,43535,4,2015,73,640
NM_206586,43535,4,2039,73,640
NM_001276159,43538,3,472,34,66
NM_001144653,43539,9,3319,187,111
NM_170450,43539,9,3322,187,111
NM_170451,43543,1,837,26,13
NM_001300669,43543,1,1240,26,416
NM_001276162,43546,3,1381,668,191
NM_143492,43546,3,1101,388,191
NM_001043309,8674024,3,1095,599,127
NM_143494,43548,3,1095,100,533
NM_206587,43550,3,2309,196,523
NM_143496,43550,14,11466,196,74
NM_143497,43552,7,4955,529,247
NM_143499,43555,4,1507,10,78
NM_143501,43557,1,1856,447,176
NM_170454,43557,2,1792,383,176
NM_176584,43557,2,1788,379,176
NM_001104506,5740436,2,548,47,81
NM_143502,43558,8,2322,53,1480
NM_170455,43558,10,2408,53,156
NM_079833,43560,3,1080,249,372
NM_001276165,43560,3,914,83,372
NM_170459,43565,13,4281,1456,605
NM_001144654,43565,12,4553,1456,997
NM_001276168,43565,12,4535,1456,997
NM_170457,43565,13,4691,1456,997
NR_133482,26067428,1,655,0,0
NM_001170302,43565,9,3578,403,2842
NM_001276169,43565,11,3620,403,997
NM_170458,43565,11,3638,403,997
NM_079840,43570,2,1260,94,95
NM_001316522,43570,2,3300,94,2135
NM_001316561,43571,2,3300,1490,217
NM_079841,43571,1,1855,45,217
NM_079842,43572,1,1546,138,106
NM_170462,43574,3,2066,620,447
NM_143509,43574,3,1644,198,447
NR_074066,14462528,3,1042,0,0
NR_074067,14462528,2,712,0,0
NM_143511,43576,3,2042,285,329
NM_001276170,43576,3,1884,127,329
NM_143512,43578,2,566,179,48
NM_001104507,5740224,2,1168,144,688
NM_143513,43579,2,1168,495,196
NM_170464,43579,2,1192,519,196
NM_001144657,43580,8,3543,614,1648
NM_079845,43580,12,6178,614,1040
NM_001300670,43580,12,5978,156,1040
NM_001276171,43580,6,4704,1054,1040
NR_133483,26067429,1,536,0,0
NR_133484,26067399,1,2574,0,0
NM_143516,43584,2,965,122,252
NM_001316558,43584,2,1393,122,680
NM_001300674,43589,5,2048,100,463
NM_143520,43589,5,2053,100,468
NM_170475,43589,5,2068,100,483
NM_143521,43590,3,1051,124,489
NM_079848,43595,2,272,37,61
NM_001300676,43595,2,373,37,162
NM_079849,43596,2,339,74,73
NM_079850,43597,2,355,82,81
NM_079852,43599,2,386,93,101
NM_001260435,5740430,2,398,10,97
NM_001104509,5740430,3,669,10,101
NM_143528,43602,5,1649,179,78
NM_001300678,43602,5,1488,18,78
NM_143529,43603,6,607,10,54
NM_079853,43604,6,4518,1012,1553
NM_176591,43604,6,4518,1012,263
NM_001276174,43604,6,14807,1012,11842
NM_170478,43604,5,2361,202,1553
NM_080063,44965,4,1284,453,147
NM_170483,44965,4,1443,437,322
NM_001276176,44965,3,1091,85,322
NM_001276177,44965,4,1118,85,322
NM_170484,44965,2,1078,72,322
NR_125295,19834974,1,561,0,0
NM_079854,43609,2,528,38,67
NM_143534,43612,4,2203,22,102
NM_143535,43613,4,2164,0,163
NM_001276180,43618,6,2336,46,175
NM_170488,43618,6,2372,82,175
NM_143540,43618,6,2639,349,175
NM_170489,43618,6,2744,454,175
NM_170490,43618,6,2740,450,175
NM_170491,43618,7,2875,585,175
NM_170492,43620,9,2248,335,260
NM_170493,318559,2,2087,129,260
NM_143543,43622,1,933,25,104
NM_143544,43623,5,1683,66,33
NM_001043311,43627,9,1565,2,33
NM_001300686,43627,9,1562,2,33
NM_143547,43627,8,1615,421,33
NR_048513,12798045,1,59,0,0
NM_001260441,3885583,4,697,26,8
NM_001038988,3885583,8,1733,26,0
NM_001276181,3885583,9,1676,26,0
NM_143549,43629,9,1752,47,61
NR_125298,19834776,3,1390,0,0
NR_125299,19834776,2,1231,0,0
NM_001104512,43633,10,3192,228,1383
NM_001170305,43633,8,3000,543,1137
NM_001202391,43633,8,2662,205,1137
NM_001260442,43633,7,2299,222,727
NM_001382033,43633,8,2614,228,805
NM_170504,43633,8,2685,228,1137
NM_001260443,43633,8,2699,336,659
NM_170503,43633,7,2906,449,1137
NM_170505,43633,8,2770,313,1137
NM_001276182,43633,5,4701,208,3176
NM_001276183,43633,8,3182,208,1609
NM_001170304,43633,7,2717,461,1137
NM_170506,43633,8,2716,349,1137
NM_001202390,43633,9,3232,348,1609
NM_001260444,43633,10,3484,379,1830
NM_001170306,43633,8,2753,386,1137
NM_057683,43633,7,2537,296,1137
NM_057684,43633,7,2508,159,1137
NM_143553,43634,3,2318,232,55
NM_001276184,43634,3,2111,25,55
NM_001276185,43634,3,2099,25,55
NM_001276189,318558,5,1911,0,0
NM_170512,318558,4,1980,0,0
NM_170513,43638,7,1496,79,55
NM_143557,326114,7,1627,7,174
NM_001276190,326113,7,1633,6,16
NM_170514,326113,7,3923,6,2306
NR_125300,19836206,1,3451,0,0
NR_125301,19836206,1,480,0,0
NR_133487,26067547,1,1044,0,0
NM_001104513,5740681,1,723,16,65
NM_001104514,5740702,1,898,7,189
NM_001260445,5740702,2,835,7,189
NR_125302,19835717,3,557,0,0
NM_143561,43642,2,2038,21,67
NR_133490,26067432,3,644,0,0
NR_133489,26067432,3,1000,0,0
NR_133488,26067432,3,2543,0,0
NR_133491,26067530,2,1658,0,0
NM_143563,43645,2,1851,223,248
NM_001276193,43645,3,1843,223,240
NM_143565,43647,1,1036,64,99
NM_001300688,43647,1,1595,64,658
NM_057502,43650,5,6522,358,2999
NM_170522,43650,5,6522,358,2543
NM_170523,43650,3,3560,342,974
NM_143568,43652,3,733,81,88
NM_001276195,43654,6,3897,836,514
NM_170526,43654,6,3817,654,514
NM_001276200,43654,7,4440,654,960
NM_001276196,43654,4,2970,386,505
NM_001276197,43654,4,2976,386,505
NM_170528,43654,3,2799,386,505
NM_001276198,43654,3,2281,162,505
NM_143570,43654,3,2307,188,505
NM_170527,43654,4,2071,188,245
NM_001276199,43654,3,2225,106,505
NM_001276201,43655,4,4209,839,814
NM_143571,43655,4,4194,824,814
NM_079857,43656,2,1965,232,374
NM_143572,43657,3,1378,151,501
NM_079859,43663,8,1906,133,165
NM_001144658,43664,5,3025,1081,111
NM_170531,43664,5,3025,1081,414
NM_206591,43664,5,3571,1081,945
NR_074069,14462530,1,702,0,0
NM_143579,43667,1,2608,107,56
NR_133493,26067433,1,327,0,0
NM_001032042,3772436,4,605,43,22
NM_001260448,43670,12,2530,309,430
NM_001260449,43670,12,3064,765,430
NM_079861,43670,13,2628,329,430
NM_079862,43671,4,2153,234,128
NM_170534,43671,4,2021,384,128
NM_143582,45039,3,2049,186,273
NM_143587,43680,2,801,88,269
NR_133495,26067518,1,492,0,0
NR_048521,12798052,1,721,0,0
NR_048522,12798052,2,619,0,0
NM_079864,43682,18,4066,376,1326
NM_079865,43687,1,1028,23,93
NM_143592,43689,12,2932,96,76
NM_143593,43691,3,1207,86,197
NM_143596,43694,6,3130,594,649
NM_001260457,43694,7,2408,594,263
NM_001260456,43694,7,4280,594,2135
NM_170545,43694,6,2259,775,263
NM_079867,43698,3,704,47,69
NM_001276209,43700,2,1465,116,218
NM_143601,43700,2,1465,116,254
NM_001104517,43701,5,1101,187,17
NM_001300691,50101,5,1042,160,21
NM_001300692,50101,5,1027,160,21
NM_144019,50101,5,1036,160,21
NM_001104518,50102,5,1060,90,61
NM_143603,43702,9,1788,0,0
NM_001382071,5740668,17,6911,851,1500
NM_001382072,5740668,18,6750,705,1500
NM_001382073,5740668,16,5106,851,1477
NM_001382074,5740668,17,6177,851,1249
NR_133497,26067435,1,608,0,0
NM_170547,318552,1,1772,135,131
NM_001276211,43707,9,3020,262,1234
NM_143608,43707,10,3082,262,1302
NM_001276210,43707,9,2894,136,1234
NM_170548,43707,10,2956,136,1302
NM_001276212,43709,10,5284,331,183
NM_001276213,43709,10,5290,331,183
NM_057882,43709,10,5737,331,636
NM_001276214,49045,12,3545,1090,310
NM_057519,49045,13,4690,1138,1407
NM_143612,43714,3,715,49,51
NR_125304,19835914,1,876,0,0
NR_125305,19834742,1,698,0,0
NR_125306,19835432,1,1601,0,0
NM_143613,43715,7,3385,386,674
NM_001300693,43715,7,3229,230,674
NM_143614,43716,9,3762,567,777
NM_170552,43716,9,3681,486,777
NR_133498,26067437,1,995,0,0
NM_001170313,43717,6,3054,96,321
NM_001276216,43717,6,3054,96,264
NM_079869,43717,6,3057,96,321
NM_170553,43717,5,3276,303,321
NM_057357,43719,14,6479,72,137
NM_143616,43720,4,1548,80,121
NM_001104521,43721,4,1567,37,198
NM_143618,43722,2,1860,317,124
NM_001300694,43722,2,1731,188,124
NM_079871,43725,9,3250,635,299
NM_170559,43725,8,3028,635,299
NM_170560,43725,9,3425,635,474
NM_143621,43727,4,1344,99,126
NM_143622,43728,5,2847,561,357
NM_001276221,43728,6,2579,110,540
NM_001276220,43728,5,2123,23,357
NM_001276222,43729,4,6616,1068,3016
NM_143623,43729,4,6616,1068,3037
NM_143624,43730,9,5868,355,518
NM_170563,43730,10,5780,343,2071
NR_048526,12798059,2,444,0,0
NM_170568,48317,5,4564,562,2070
NM_170566,48317,5,3900,562,896
NM_080172,48317,5,4497,495,2070
NM_170565,48317,5,3833,495,896
NM_170567,48317,5,4254,252,2070
NM_170564,48317,5,3590,252,896
NM_001202401,48317,5,4252,250,2070
NM_001202400,48317,5,3588,250,896
NM_143627,43735,3,831,107,100
NM_079872,43736,5,2606,180,1037
NM_206592,43736,5,2603,177,1037
NM_170570,43736,5,2594,168,1037
NM_206593,43736,5,2591,165,1037
NM_143628,43737,2,704,139,232
NM_143629,43738,2,835,37,57
NM_143631,43741,4,3015,363,1182
NM_170574,43741,4,2698,196,1182
NM_170572,43741,4,2628,45,1182
NR_125312,19835828,2,575,0,0
NR_125313,19835828,1,470,0,0
NR_002507,3772292,2,1393,0,0
NM_143637,43747,6,2280,335,64
NM_001276223,43747,6,2660,335,444
NM_170576,43749,17,8682,457,89
NM_001260460,43749,19,9379,457,636
NM_001300698,43749,18,9179,457,400
NM_079873,43749,18,9194,457,400
NM_001260459,43749,19,9411,489,636
NM_001260458,43749,18,9163,441,400
NM_001260461,43749,19,9837,555,960
NM_080486,43751,6,5079,387,261
NM_143641,43753,1,1812,0,0
NM_143643,43755,2,1145,126,227
NM_170578,43755,1,1106,210,257
NM_001260464,43755,2,1034,138,257
NM_001300699,43755,2,1028,132,257
NM_001260468,43758,11,10511,1431,5186
NM_001170315,43758,11,11833,1431,4801
NM_001300700,43758,11,11710,1431,4801
NM_001170314,43758,8,4652,679,397
NM_001260465,43758,11,9835,789,3475
NM_001260466,43758,10,9578,789,5186
NM_001260467,43758,11,11152,789,4801
NM_143645,43758,10,9090,47,3475
NM_143646,43761,4,1731,241,11
NM_001300702,43761,4,1820,326,1167
NM_170584,43761,4,1816,326,11
NR_125314,19835229,1,761,0,0
NM_143647,43762,2,1231,153,181
NM_001300703,43762,2,1374,153,324
NM_079875,43764,6,2287,448,210
NM_001260472,43764,4,1954,115,210
NR_133317,26067439,1,368,0,0
NR_133318,26067438,1,901,0,0
NM_001316564,26067051,21,6490,9,0
NR_125325,19835739,2,438,0,0
NR_125326,19835739,1,496,0,0
NM_001110982,3355109,6,3112,75,52
NR_133319,26067457,1,407,0,0
NR_004368,5740627,3,614,0,0
NM_001276244,3354922,2,1567,28,984
NM_001015164,3354922,2,669,28,86
NM_080106,45845,1,569,27,116
NM_001043190,40526,2,1485,212,103
NM_141180,40526,2,1462,189,103
NM_164316,318776,1,1668,434,487
NM_141182,40528,5,1590,95,148
NM_141183,40529,1,1564,100,207
NR_133320,26067565,2,620,0,0
NM_001259972,40532,6,1305,22,104
NM_141184,40532,5,1344,22,719
NM_164322,40532,5,1270,22,69
NM_001104201,5740825,2,300,10,50
NM_001275316,40535,3,1013,48,128
NM_141187,40535,4,1620,655,128
NM_001300226,40535,4,2165,1200,128
NM_001275317,40536,3,995,233,84
NM_141188,40536,3,1034,68,84
NM_001104202,40539,4,1502,135,344
NR_125059,19835539,1,385,0,0
NM_141192,40540,2,2182,193,210
NM_001316528,40542,3,3326,116,2538
NM_141194,40542,3,1114,116,326
NM_001275321,40544,5,3871,442,1668
NM_001275320,40544,5,2736,442,347
NM_141196,40544,5,2736,442,533
NM_141198,40546,7,4135,159,193
NM_164339,40546,3,2172,42,72
NM_164340,40548,5,2412,68,664
NM_164341,40548,5,1853,68,105
NM_079497,40549,2,1567,143,530
NM_001259973,4379842,2,970,213,397
NM_001259974,4379842,2,1094,213,590
NM_001259975,4379842,2,1139,213,635
NM_001043199,4379842,2,636,213,180
NM_001275324,40556,4,1718,172,397
NM_141206,40556,4,1533,172,212
NM_001300227,40557,3,1508,116,372
NM_141207,40557,3,1331,116,195
NM_001104210,40557,4,1818,603,195
NR_125061,19836199,2,440,0,0
NM_176397,40560,8,2028,87,210
NM_001043201,40560,9,2181,621,210
NM_001300228,40560,10,2652,1092,210
NM_168996,40562,7,4568,382,982
NM_141212,40562,8,4237,456,577
NM_168997,40562,7,4136,382,577
NM_168999,40563,4,3892,148,321
NM_141213,40563,4,3773,148,202
NR_133325,26067454,1,1478,0,0
NM_001316530,40565,1,943,57,181
NM_141215,40565,1,1108,222,181
NM_169002,40567,10,2760,330,1332
NM_001259977,40567,10,2883,453,1332
NM_001275325,40567,11,2964,453,1332
NM_169003,40567,10,2460,568,797
NM_001259976,40567,10,2213,321,797
NM_169001,40567,10,2216,321,797
NM_001259978,40567,10,2352,460,797
NM_169007,326148,7,2444,109,1270
NM_001300229,326148,8,2576,241,1270
NM_141217,326148,8,2900,565,1270
NM_001275327,326148,8,2585,250,1270
NM_169008,326148,8,2627,292,1270
NM_001275326,326148,9,3232,897,1270
NM_169006,326148,8,2556,221,1270
NM_001104211,5740349,15,7216,697,1461
NM_001202237,5740349,15,6633,697,878
NM_001370010,5740349,15,6633,697,866
NM_001104213,5740837,1,1754,102,53
NM_001104212,5740349,6,2287,697,321
NM_176398,318261,1,706,51,154
NR_125064,19835177,4,887,0,0
NR_125065,19835543,2,957,0,0
NR_125066,19835543,3,1360,0,0
NM_169012,40576,6,1740,175,299
NM_001170036,40576,3,2400,1031,421
NM_141225,40576,6,1930,365,299
NM_001275328,40576,7,1966,401,299
NR_163209,39877400,1,216,0,0
NM_079500,40579,2,903,87,135
NR_073979,14462431,2,1743,0,0
NR_073980,14462432,1,413,0,0
NM_001031976,3771851,3,549,0,0
NM_141232,40587,1,1301,97,361
NR_125068,19834980,1,811,0,0
NM_001275331,40588,9,3103,316,495
NM_001259985,40588,10,2796,316,155
NM_079503,40588,9,2763,316,155
NM_001202238,40589,8,2599,364,1497
NM_001202240,40589,10,5706,240,1497
NM_176403,40589,8,1792,315,739
NM_176404,40589,8,1834,357,739
NM_176402,40589,8,1799,322,739
NM_001275332,40589,11,4637,240,434
NM_058085,40589,10,4906,240,739
NM_176401,40589,10,4861,240,739
NM_001259986,40589,10,4475,58,739
NM_001202239,40589,10,4554,173,739
NM_001275333,40589,11,4789,372,739
NM_058086,40589,10,4593,173,739
NM_169016,40589,10,4596,173,739
NR_144662,30522411,1,60,0,0
NM_001275335,40590,5,3925,283,1200
NM_001300231,40590,5,4187,545,1200
NM_001275336,40590,5,3830,302,1200
NM_169018,40590,5,3640,601,1200
NM_001275337,14462434,1,538,7,156
NM_141237,40594,3,2137,228,331
NM_141238,40595,4,3093,38,151
NM_001202243,40596,11,10136,382,1543
NM_001202246,40596,13,10831,498,1543
NM_001300233,40596,11,10631,382,1543
NM_141239,40596,12,10589,384,782
NM_001202242,40596,11,9366,370,782
NM_001202245,40596,12,10759,557,782
NM_001300232,40596,11,10593,475,782
NM_001202241,40596,12,10587,382,782
NM_001202244,40596,12,9957,382,782
NM_001202247,40596,11,9378,382,782
NM_001300234,40596,10,9291,382,782
NM_001275338,40598,3,1169,245,87
NM_058078,40598,2,1053,129,87
NM_001275339,40602,3,2975,513,1127
NM_001275340,40602,4,2888,513,1784
NM_141244,40602,3,2414,513,566
NM_141245,40603,1,603,48,153
NM_141246,40604,1,449,34,121
NM_001300236,40606,3,2407,54,85
NM_141247,40606,3,2401,54,85
NR_001982,3771770,1,164,0,0
NM_079506,40610,3,2166,186,1524
NM_001259987,40610,3,1142,186,500
NM_001259989,40611,3,1020,177,102
NM_141250,40611,3,1083,240,102
NM_001259990,40612,7,1099,477,70
NM_001259991,40612,6,1211,391,70
NM_001275341,40612,7,888,53,70
NM_141251,40612,7,873,53,70
NM_141253,40614,2,2000,169,178
NR_048322,12798228,2,1525,0,0
NM_141254,40615,4,902,155,165
NR_163203,39877394,1,374,0,0
NR_048323,12798229,2,687,0,0
NR_125072,19835391,1,558,0,0
NM_001259993,40616,1,9294,1047,6594
NM_001259992,40616,1,3537,687,1197
NM_001300237,40616,1,2992,687,652
NM_001259994,40616,1,3352,1047,652
NM_079507,40616,1,3036,1047,336
NM_001259995,12798230,2,451,12,73
NM_001300238,50157,2,471,50,130
NM_144065,50157,1,517,96,130
NM_001300239,50157,2,1814,1393,130
NM_001316565,40620,20,10585,630,3799
NM_169025,40620,17,7597,625,1323
NM_001275342,40620,15,5707,340,201
NM_001275343,40620,18,6687,630,201
NM_001275344,40620,19,6738,630,201
NM_001275345,40620,21,9118,630,3031
NM_079508,40620,20,6987,630,201
NM_169026,40620,16,6252,630,168
NR_048324,12798231,1,160,0,0
NM_141258,40621,3,1319,92,258
NM_169029,40623,1,1636,136,207
NM_169030,40623,2,1631,131,207
NM_141260,40623,2,1581,173,115
NM_001275347,53566,6,2662,141,703
NM_080258,53566,6,2563,141,703
NM_141263,40627,3,960,56,307
NM_141264,40628,5,1882,214,240
NM_169033,40628,6,2299,214,240
NM_206428,2768659,2,661,110,290
NM_169034,40628,2,1425,214,158
NM_141266,40630,3,867,78,18
NM_141267,40632,2,991,181,135
NR_133327,26067124,1,755,0,0
NM_170644,45467,5,4719,255,3831
NM_170642,45467,5,4838,365,3831
NM_143760,45467,19,8072,428,3831
NM_001144534,45467,6,2394,308,1507
NM_169045,45467,5,1675,96,1000
NM_170643,45467,5,2303,499,1000
NM_001275350,45467,13,3789,173,1000
NM_170641,45467,13,3783,173,1000
NM_001031978,45467,14,4083,44,1000
NM_001043214,45467,17,4332,254,1000
NM_170640,45467,19,4502,334,1000
NM_206429,45467,19,4780,678,1000
NM_001031977,45467,19,5214,401,1000
NM_001043213,45467,20,5373,428,1000
NM_001259999,45467,21,5689,654,1000
NM_001260001,45467,17,4905,428,1000
NM_169038,45467,19,5167,354,1000
NM_169039,45467,18,5169,428,1000
NM_001144536,45467,16,4651,330,1000
NM_001144537,45467,16,5170,849,1000
NM_001260000,45467,19,6314,1771,1000
NM_169047,45467,19,5976,1592,1000
NM_001144535,45467,15,4175,805,1000
NM_169046,318790,1,2158,239,227
NM_141270,40637,2,904,126,127
NM_169049,40639,3,1026,100,119
NM_141272,40639,3,1215,289,119
NM_141273,40640,4,2435,86,285
NM_169050,40640,4,2786,437,285
NM_141274,40642,3,1927,137,83
NM_001316495,40642,3,2255,465,83
NM_079509,45884,12,5457,131,478
NM_169052,45884,11,5524,131,545
NM_206430,45884,11,5524,131,545
NM_141276,40646,1,948,71,64
NM_079510,40648,4,1362,0,0
NM_141278,40649,4,1645,490,228
NM_169053,40649,3,1287,132,228
NM_001104217,40650,6,1731,1,269
NM_079511,40650,7,1929,199,269
NM_141279,40651,1,1889,80,375
NM_001275354,40653,4,4169,40,829
NM_001275353,40653,4,4265,103,829
NM_141281,40653,4,4639,321,829
NM_141282,40654,5,621,69,78
NM_141284,40656,2,1122,58,98
NM_001300245,19835016,3,1660,111,1432
NM_143721,44446,3,1660,277,66
NM_001300249,40660,1,5517,269,2347
NM_001300248,40660,2,4559,269,1389
NM_079512,40660,1,3600,269,430
NM_001300250,40660,1,3354,269,184
NM_169058,40663,10,3297,31,278
NM_169057,40663,10,3891,406,278
NM_169059,40665,15,4170,240,936
NM_001347769,14462437,1,822,462,159
NM_001347770,14462437,2,770,410,159
NM_001275357,40666,12,5863,498,1522
NM_141289,40666,13,5665,228,1522
NM_206431,40666,12,5593,228,1522
NM_141290,40667,3,2054,12,272
NM_001144538,40667,3,1812,12,30
NM_001300252,40667,3,2348,548,30
NM_001275358,40668,4,998,133,253
NM_080508,40668,4,953,133,139
NM_001382053,40670,7,2044,35,635
NM_001382052,40670,8,2718,640,635
NM_169064,40670,7,2565,238,635
NM_169063,40670,9,3122,354,635
NM_206432,40670,9,3095,327,635
NR_048326,12798244,1,159,0,0
NM_001275359,40671,2,774,90,216
NM_141293,40671,2,629,90,71
NM_141295,40673,1,1114,94,111
NM_001275360,40676,8,8284,563,5096
NM_141297,40676,7,8228,563,774
NR_163231,39877422,1,143,0,0
NM_057766,40678,1,1859,127,220
NM_169074,40680,8,2123,133,721
NM_169078,40680,7,1701,220,212
NM_169075,40680,9,1847,366,212
NM_169076,40680,9,1906,425,212
NM_169077,40680,8,2026,545,212
NM_169079,40680,8,1776,295,212
NM_079514,40680,8,1614,133,212
NR_003880,5740675,1,140,0,0
NR_003881,5740781,1,150,0,0
NR_003882,5740233,1,133,0,0
NR_003883,5740351,1,135,0,0
NR_003884,5740576,1,144,0,0
NR_002491,3772266,1,143,0,0
NR_003885,5740140,1,144,0,0
NR_003886,5740263,1,140,0,0
NM_141300,40682,3,3187,97,105
NM_169080,40683,8,2902,1046,98
